title,authors,year,source,paper,citations no.
Use of meta-heuristic approach in the estimation of aquifer's response to climate change under shared socioeconomic pathways,"N Zeydalinejad, R Dehghani",2023,https://www.sciencedirect.com/science/article/pii/S2352801X2200159X,,4
Test Scenarios Generation and Optimization of Object-Oriented Models Using Meta-Heuristic Algorithms,"SS Panigrahi, AK Jena",2023,https://link.springer.com/chapter/10.1007/978-981-99-1482-1_3,,
Design of multimodal hub-and-spoke transportation network for emergency relief under COVID-19 pandemic: A meta-heuristic approach,"C Li, P Han, M Zhou, M Gu",2023,https://www.sciencedirect.com/science/article/pii/S1568494622009747,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9744580/,8
A meta-heuristic optimization for a novel mathematical model for minimizing costs and maximizing donor satisfaction in blood supply chains with finite capacity …,"A Aghsami, SR Abazari, A Bakhshi, MA Yazdani…",2023,https://www.sciencedirect.com/science/article/pii/S2772442523000035,https://www.sciencedirect.com/science/article/pii/S2772442523000035,8
A smart privacy preserving framework for industrial IoT using hybrid meta-heuristic algorithm,"M Kumar, P Mukherjee, S Verma, Kavita, J Shafi…",2023,https://www.nature.com/articles/s41598-023-32098-2,https://www.nature.com/articles/s41598-023-32098-2,7
A hybrid meta-heuristic ensemble based classification technique speech emotion recognition,"RV Darekar, M Chavan, S Sharanyaa…",2023,https://www.sciencedirect.com/science/article/pii/S0965997823000042,https://www.researchgate.net/profile/Nihar-Ranjan-11/publication/369118358_A_hybrid_meta-heuristic_ensemble_based_classification_technique_speech_emotion_recognition/links/640add4d92cfd54f84ec4029/A-hybrid-meta-heuristic-ensemble-based-classification-technique-speech-emotion-recognition.pdf,7
"PI, PID and FOPID Controllers Analysis of Grid Connected Doubly Fed Induction Machine Optimized Using Meta Heuristic Algorithms","M Samir, G Singh",2023,https://link.springer.com/article/10.1007/s42835-022-01323-9,,
A hybrid meta-heuristic algorithm with fuzzy clustering method for IoT smart electronic applications,"L Huang, S Chen, D Shen, Y Pan…",2023,https://www.inderscienceonline.com/doi/abs/10.1504/IJES.2023.134120,,
"Effective machine learning, Meta-heuristic algorithms and multi-criteria decision making to minimizing human resource turnover","N Pourkhodabakhsh, MM Mamoudan…",2023,https://link.springer.com/article/10.1007/s10489-022-04294-6,https://link.springer.com/article/10.1007/s10489-022-04294-6,6
Metamodel-assisted meta-heuristic design optimization of reinforced concrete frame structures considering soil-structure interaction,"I Negrin, M Kripka, V Yepes",2023,https://www.sciencedirect.com/science/article/pii/S0141029623010726,https://www.sciencedirect.com/science/article/pii/S0141029623010726,3
Large wind farm layout optimization using nature inspired meta-heuristic algorithms,"SK Aggarwal, LM Saini, V Sood",2023,https://www.tandfonline.com/doi/abs/10.1080/03772063.2021.1905082,,11
Heuristics and meta-heuristic to solve the ROADEF/EURO challenge 2020 maintenance planning problem,"H Gu, HC Lam, TTT Pham, Y Zinder",2023,https://link.springer.com/article/10.1007/s10732-022-09508-1,,
Automatic Satellite Images Orthorectification Using K–Means Based Cascaded Meta-Heuristic Algorithm,"O Mezouar, F Meskine…",2023,https://www.ingentaconnect.com/content/asprs/pers/2023/00000089/00000005/art00010,,
A constraint score guided meta-heuristic searching to attribute reduction,"J Sun, P Wang, H Yu, X Yang",2023,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs222832,,
Lithium-ion battery state of health estimation using meta-heuristic optimization and Gaussian process regression,"J Zhao, L Xuebin, Y Daiwei, Z Jun, Z Wenjin",2023,https://www.sciencedirect.com/science/article/pii/S2352152X22023088,,9
Meerkat optimization algorithm: A new meta-heuristic optimization algorithm for solving constrained engineering problems,"S Xian, X Feng",2023,https://www.sciencedirect.com/science/article/pii/S0957417423009843,,3
Text Classification Using Hybridization of Meta-Heuristic Algorithm with Neural Network,"V Jain, KL Kashyap",2023,https://link.springer.com/chapter/10.1007/978-981-99-0189-0_10,https://www.researchgate.net/profile/Surya-Mahapatra-3/publication/370423328_An_Efficient_and_Secure_Cluster-Based_Cooperative_Data_Transmission_for_Wireless_Ad_Hoc_Networks_IOT_Environment/links/6458bbd2809a53502158d8f4/An-Efficient-and-Secure-Cluster-Based-Cooperative-Data-Transmission-for-Wireless-Ad-Hoc-Networks-IOT-Environment.pdf#page=175,
A Framework for Data Privacy Preserving in Supply Chain Management Using Hybrid Meta-Heuristic Algorithm with Ethereum Blockchain Technology,"YVRS Viswanadham, K Jayavel",2023,https://www.mdpi.com/2079-9292/12/6/1404,https://www.mdpi.com/2079-9292/12/6/1404,2
Concurrent scheduling of jobs and AGVs in a flexible job shop system: a parallel hybrid PSO-GA meta-heuristic,"A Amirteimoori, R Kia",2023,https://link.springer.com/article/10.1007/s10696-022-09453-y,https://www.researchgate.net/profile/Arash-Amirteimoori/publication/361298384_Concurrent_scheduling_of_jobs_and_AGVs_in_a_flexible_job_shop_system_a_parallel_hybrid_PSO-GA_meta-heuristic/links/63c31c07d9fb5967c2d7152b/Concurrent-scheduling-of-jobs-and-AGVs-in-a-flexible-job-shop-system-a-parallel-hybrid-PSO-GA-meta-heuristic.pdf,5
Intelligent Solar Irradiance Forecasting Using Hybrid Deep Learning Model: A Meta-Heuristic-Based Prediction,NP Sebi,2023,https://link.springer.com/article/10.1007/s11063-022-10935-1,,5
Reliability-Based Design Optimization of Detention Rockfill Dams and Investigation of the Effect of Uncertainty on Their Performance Using Meta-Heuristic Algorithm,"MM Riyahi, H Riahi-Madvar…",2023,https://link.springer.com/chapter/10.1007/978-981-19-8790-8_8,,
Enhancing Performance of Intrusion detection System in the NSL-KDD Dataset using Meta-Heuristic and Machine Learning Algorithms-Design thinking approach,"K Dinesh, D Kalaivani",2023,https://ieeexplore.ieee.org/abstract/document/10169845/,,
Meta-heuristic algorithm-based human resource information management system design and development for industrial revolution 5.0,"S Chen, H Xu",2023,https://link.springer.com/article/10.1007/s00500-021-06650-z,https://e-tarjome.com/storage/panel/fileuploads/2022-05-28/1653717753_e16516.pdf,6
Application of meta-heuristic algorithms for training neural networks and deep learning architectures: A comprehensive review,"M Kaveh, MS Mesgari",2023,https://link.springer.com/article/10.1007/s11063-022-11055-6,https://link.springer.com/article/10.1007/s11063-022-11055-6,30
A Novel Association Rule Mining Model for Generating Positive and Negative Association Rules with Hybridized Meta-Heuristic Development.,"P Kishor, S Porika",2023,https://inass.org/wp-content/uploads/2022/11/2023043011-2.pdf,https://inass.org/wp-content/uploads/2022/11/2023043011-2.pdf,
Optimizing Load Frequency Control in Standalone Marine Microgrids Using Meta-Heuristic Techniques,"S Alahakoon, RB Roy, SJ Arachchillage",2023,https://www.mdpi.com/1996-1073/16/13/4846,https://www.mdpi.com/1996-1073/16/13/4846,3
A novel hybrid meta‐heuristic‐oriented latency sensitive cloud object storage system,"N Nataraj, RV Nataraj",2023,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.7672,,
The applications of nature-inspired meta-heuristic algorithms for decreasing the energy consumption of software-defined networks: A comprehensive and systematic …,"H Liu, X Liao, B Du",2023,https://www.sciencedirect.com/science/article/pii/S2210537923000501,,
CPU power and network bandwidth-aware optimal block size computation for blockchain-based applications using meta-heuristic algorithms,N Singh,2023,https://link.springer.com/article/10.1007/s11227-023-05210-6,,
Advances in sparrow search algorithm: a comprehensive survey,"FS Gharehchopogh, M Namazi, L Ebrahimi…",2023,https://link.springer.com/article/10.1007/s11831-022-09804-w,https://link.springer.com/article/10.1007/s11831-022-09804-w,110
Optimal power flow solutions to power systems with wind energy using a highly effective meta-heuristic algorithm.,"TMC Le, XC Le, NNP Huynh, AT Doan…",2023,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=22524940&AN=164774919&h=jGM5D%2B8rt1nilvAJO74GhvXsD%2BLibfOgHpQOZz%2FATUbXEpkfMrzYGq8SYDwgHvwiwqo5qWeIf%2Bwd4HSRxzhI4g%3D%3D&crl=c,,2
Radial Basis Function Based Meta-Heuristic Algorithms for Parameter Extraction of Photovoltaic Cell,"P He, X Xi, S Li, W Qin, C Xing, B Yang",2023,https://www.mdpi.com/2227-9717/11/6/1606,https://www.mdpi.com/2227-9717/11/6/1606,
New Meta-heuristic-Based Approach for Identification and Control of Stable and Unstable Systems,"M Azegmout, M Mjahed, A El Kari…",2023,https://www.univagora.ro/jour/index.php/ijccc/article/view/5294,https://www.univagora.ro/jour/index.php/ijccc/article/download/5294/1924,
Hybrid HP-BOA: An Optimized Framework for Reliable Storage of Cloud Data Using Hybrid Meta-Heuristic Algorithm,"A Tahir, F Chen, B Hayat, Q Shaheen, Z Ming…",2023,https://www.mdpi.com/2076-3417/13/9/5346,https://www.mdpi.com/2076-3417/13/9/5346,4
An efficient meta-heuristic resource allocation with load balancing in IoT-Fog-cloud computing environment,"IZ Yakubu, M Murali",2023,https://link.springer.com/article/10.1007/s12652-023-04544-6,,3
Predicting the Fracture Characteristics of Concrete Using Ensemble and Meta-heuristic Algorithms,"Q Zhang, X Zhou",2023,https://link.springer.com/article/10.1007/s12205-023-0965-4,,
A meta-heuristic algorithm based on Henry's law for the load-following of a two-point PWR model,SMH Mousakazemi,2023,https://www.sciencedirect.com/science/article/pii/S0149197022003948,,
Forecasting actual evapotranspiration without climate data based on stacked integration of DNN and meta-heuristic models across China from 1958 to 2021,"A Elbeltagi, A Srivastava, P Li, J Jiang…",2023,https://www.sciencedirect.com/science/article/pii/S0301479723014858,https://www.researchgate.net/profile/Aman-Srivastava-22/publication/373756042_Forecasting_actual_evapotranspiration_without_climate_data_based_on_stacked_integration_of_DNN_and_meta-heuristic_models_across_China_from_1958_to_2021/links/64fab6008ea93c20d226b2c2/Forecasting-actual-evapotranspiration-without-climate-data-based-on-stacked-integration-of-DNN-and-meta-heuristic-models-across-China-from-1958-to-2021.pdf,
Node Localization Optimization in WSNS by Using Cat Swarm Optimization Meta-Heuristic,"L Zahia, S Fouzi, B Samra",2023,https://link.springer.com/article/10.3103/S0146411623020104,,1
An energy-aware service placement strategy using hybrid meta-heuristic algorithm in iot environments,"Y Hu, T Huang, Y Yu, Y An, M Cheng, W Zhou…",2023,https://link.springer.com/article/10.1007/s10586-022-03751-8,,3
Compression of face images using meta-heuristic algorithms based on curvelet transform with variable bit allocation,"R Khodadadi, G Ardeshir, H Grailu",2023,https://link.springer.com/article/10.1007/s00530-023-01148-0,,
Optimizing a fuzzy multi-objective closed-loop supply chain model considering financial resources using meta-heuristic,"Z Eskandari, S Avakh Darestani…",2023,https://scientiairanica.sharif.edu/article_22477.html?utm_source=researcher_app&utm_medium=referral&utm_campaign=RESR_MRKT_Researcher_inbound,https://scientiairanica.sharif.edu/article_22477_96a57b77ee2edd367384778914041548.pdf,3
A meta-heuristic optimization based less imperceptible adversarial attack on gait based surveillance systems,"M Maqsood, MA Ghazanfar, I Mehmood…",2023,https://link.springer.com/article/10.1007/s11265-022-01742-x,,3
Optimum Design of Castellated Beams Using SSOA and the Other Four Meta-Heuristic Algorithms,"A Kaveh, A Zaerreza",2023,https://link.springer.com/chapter/10.1007/978-3-031-25573-1_7,,
Parametric Optimization of Torsional Parameters of Ferrocement “U” Wrapped Beams Using Recent Meta-Heuristic Optimization Algorithms,"GC Behera, DK Bagal, PK Muduli, LA Maghrabi…",2023,https://www.mdpi.com/1996-1944/16/20/6727,https://www.mdpi.com/1996-1944/16/20/6727,
Online/offline Course and Multiple Lecturers Scheduling Using Meta-Heuristic Approaches,"N Rodprasert, U Taetragool…",2023,https://dl.acm.org/doi/abs/10.1145/3605423.3605440,,
Comparative analysis of new meta-heuristic-variants for privacy preservation in wireless mobile adhoc networks for IoT applications,"P Satyanarayana, G Diwakar, BV Subbayamma…",2023,https://www.sciencedirect.com/science/article/pii/S014036642200456X,,11
Emperor penguin optimizer: A comprehensive review based on state-of-the-art meta-heuristic algorithms,"OW Khalid, NAM Isa, HAM Sakim",2023,https://www.sciencedirect.com/science/article/pii/S1110016822005361,https://www.sciencedirect.com/science/article/pii/S1110016822005361,18
Fuzzy logic-based energy management for isolated microgrid using meta-heuristic optimization algorithms,"M Rodriguez, D Arcos–Aviles, W Martinez",2023,https://www.sciencedirect.com/science/article/pii/S0306261923001356,,13
Optimizing the thermal performance of solar energy devices using meta-heuristic algorithms: A critical review,"A Afzal, A Buradi, R Jilte, S Shaik, AR Kaladgi…",2023,https://www.sciencedirect.com/science/article/pii/S1364032122007857,,17
Standalone SEIG using Smart Meta-Heuristic Algorithm to Optimize its Performance and Loadability,"S Paliwal, SK Sinha…",2023,https://ieeexplore.ieee.org/abstract/document/10110158/,,
META HEURISTIC OPTIMIZATION APPROACH FOR CMOS BASED ANALOG CIRCUIT DESIGN AND PERFORMANCE EVALUATION OF EVOLUTIONARY …,"SL Bharvad, PP Prajapati…",2023,https://ictactjournals.in/paper/IJSC_Vol_13_Iss_2_Paper_2_2827_2841.pdf,https://ictactjournals.in/paper/IJSC_Vol_13_Iss_2_Paper_2_2827_2841.pdf,
MEALPY: An open-source library for latest meta-heuristic algorithms in Python,"N Van Thieu, S Mirjalili",2023,https://www.sciencedirect.com/science/article/pii/S1383762123000504,,10
… monthly pan evaporation with limited climatic data in dryland based on the extended long short-term memory model enhanced with meta-heuristic algorithms,"T Fu, X Li",2023,https://www.nature.com/articles/s41598-023-32838-4,https://www.nature.com/articles/s41598-023-32838-4,2
Stochastic modeling and meta-heuristic multivariate optimization of bioprocess conditions for co-valorization of feather and waste frying oil toward prodigiosin …,"A Asitok, M Ekpenyong, U Ben, R Antigha…",2023,https://www.tandfonline.com/doi/abs/10.1080/10826068.2022.2134891,,3
A parallel meta-heuristic method for solving large scale unit commitment considering the integration of new energy sectors,"X Zhu, S Zhao, Z Yang, N Zhang, X Xu",2022,https://www.sciencedirect.com/science/article/pii/S0360544221020776,,16
A comparative analysis of meta-heuristic optimization algorithms for feature selection and feature weighting in neural networks,"PM Diaz, MJE Jiju",2022,https://link.springer.com/article/10.1007/s12065-021-00634-6,,4
Reptile Search Algorithm (RSA): A nature-inspired meta-heuristic optimizer,"L Abualigah, M Abd Elaziz, P Sumari, ZW Geem…",2022,https://www.sciencedirect.com/science/article/pii/S0957417421014810,http://zeus.inf.ucv.cl/~bcrawford/UBO-ACTIVIDADdeTITULACION/Papers/Reptile%20Search%20Algorithm%20%28RSA%29.pdf,684
Multiobjective meta-heuristic with iterative parameter distribution estimation for aeroelastic design of an aircraft wing,"K Wansasueb, N Pholdee, N Panagant…",2022,https://link.springer.com/article/10.1007/s00366-020-01077-w,,21
Wild Geese Migration Optimization Algorithm: A New Meta-Heuristic Algorithm for Solving Inverse Kinematics of Robot,"H Wu, X Zhang, L Song, Y Zhang, L Gu…",2022,https://www.hindawi.com/journals/cin/2022/5191758/,https://www.hindawi.com/journals/cin/2022/5191758/,1
Meta-heuristic optimization of LSTM-based deep network for boosting the prediction of monkeypox cases,"MM Eid, ESM El-Kenawy, N Khodadadi, S Mirjalili…",2022,https://www.mdpi.com/2227-7390/10/20/3845,https://www.mdpi.com/2227-7390/10/20/3845/pdf,40
Snake Optimizer: A novel meta-heuristic optimization algorithm,"FA Hashim, AG Hussien",2022,https://www.sciencedirect.com/science/article/pii/S0950705122001150,,251
Hybrid meta-heuristic machine learning methods applied to landslide susceptibility mapping in the Sahel-Algiers,MA Benbouras,2022,https://www.sciencedirect.com/science/article/pii/S1001627922000282,,14
Meta heuristic assisted automated channel selection model for motor imagery brain computer interface,"SK Mandal, MNB Naskar",2022,https://link.springer.com/article/10.1007/s11042-022-12327-y,,3
Inverse kinematics analysis of novel 6-DOF robotic arm manipulator for oil and gas welding using meta-heuristic algorithms,"BE Nyong-Bassey, AM Epemu",2022,https://mmupress.com/index.php/ijoras/article/view/357,https://mmupress.com/index.php/ijoras/article/download/357/237,2
Optimal design of a non-prismatic reinforced concrete box girder bridge with three meta-heuristic algorithms,"A Kaveh, L Mottaghi, RA Izadifard",2022,https://scientiairanica.sharif.edu/article_22763.html,https://scientiairanica.sharif.edu/article_22763_5818b1b60f17623f19cc4d2d057f8d5f.pdf,9
Hybrid meta-heuristic-based inventory management using block chain technology in cloud sector,"C Govindasamy, A Antonidoss",2022,https://www.inderscienceonline.com/doi/abs/10.1504/IJAHUC.2022.126110?af=R,,3
A hybrid learning-based meta-heuristic algorithm for scheduling of an additive manufacturing system consisting of parallel SLM machines,"M Rohaninejad, R Tavakkoli-Moghaddam…",2022,https://www.tandfonline.com/doi/abs/10.1080/00207543.2021.1987550,https://www.researchgate.net/profile/Mohammad-Rohaninejad/publication/364223364_A_hybrid_learning-based_meta-heuristic_algorithm_for_scheduling_of_an_additive_manufacturing_system_consisting_of_parallel_SLM_machines/links/650eb755c05e6d1b1c283277/A-hybrid-learning-based-meta-heuristic-algorithm-for-scheduling-of-an-additive-manufacturing-system-consisting-of-parallel-SLM-machines.pdf,23
Improvisation Of The Nature-Inspired Meta-Heuristic Algorithm For Optimized Clustering.,"S BJ, GS Sidaganti, A Kanavalli, SA Preetham, S Rao…",2022,https://www.webology.org/data-cms/articles/20220210101147pmwebology%2019%20(2)%20-%20177%20.pdf,https://www.webology.org/data-cms/articles/20220210101147pmwebology%2019%20(2)%20-%20177%20.pdf,
Identification of significant bio-markers from high-dimensional cancerous data employing a modified multi-objective meta-heuristic algorithm,"PP Debata, P Mohapatra",2022,https://www.sciencedirect.com/science/article/pii/S1319157820306224,https://www.sciencedirect.com/science/article/pii/S1319157820306224,8
Application of meta-heuristic algorithms in intrusion detection system,"A Saba, X Michelle Liu…",2022,https://ijnaa.semnan.ac.ir/article_6703.html,https://ijnaa.semnan.ac.ir/article_6703_ab4850b3f75baf71c96cba3ad03d5093.pdf,1
Integrated production-inventory-routing problem for multi-perishable products under uncertainty by meta-heuristic algorithms,"A Ghasemkhani, R Tavakkoli-Moghaddam…",2022,https://www.tandfonline.com/doi/abs/10.1080/00207543.2021.1902013,https://www.researchgate.net/profile/Yaser-Rahimi-2/publication/349622267_Integrated_production-inventory-routing_problem_for_multi-perishable_products_under_uncertainty_by_meta-heuristic_algorithms/links/606374a9458515e834820c8c/Integrated-production-inventory-routing-problem-for-multi-perishable-products-under-uncertainty-by-meta-heuristic-algorithms.pdf,28
A new remanufacturing system scheduling model with diversified reprocessing routes using a hybrid meta-heuristic algorithm,"J Wang, X Liu, W Zhang, J Xu",2022,https://journals.sagepub.com/doi/abs/10.1177/1063293X221114666,,1
A Meta-Heuristic Algorithm Based on the Happiness Model,"A Yelghi, S Tavangari",2022,https://link.springer.com/chapter/10.1007/978-3-031-16832-1_6,,
"Meta-heuristic optimization algorithms for solving real-world mechanical engineering design problems: a comprehensive survey, applications, comparative analysis …","L Abualigah, MA Elaziz, AM Khasawneh…",2022,https://link.springer.com/article/10.1007/s00521-021-06747-4,,54
Proposing improved meta-heuristic algorithms for clustering and separating users in the recommender systems,"R Rashidi, K Khamforoosh, A Sheikhahmadi",2022,https://link.springer.com/article/10.1007/s10660-021-09478-9,,10
A comparative study between deterministic and two meta-heuristic algorithms for solar PV MPPT control under partial shading conditions,"AF Sagonda, KA Folly",2022,https://www.sciencedirect.com/science/article/pii/S2772941922000060,https://www.sciencedirect.com/science/article/pii/S2772941922000060,10
A survey on PSO based meta-heuristic scheduling mechanism in cloud computing environment,"A Pradhan, SK Bisoy, A Das",2022,https://www.sciencedirect.com/science/article/pii/S1319157821000033,https://www.sciencedirect.com/science/article/pii/S1319157821000033,78
A Heuristic Construction Neural Network Method for the Time-Dependent Agile Earth Observation Satellite Scheduling Problem,"J Chen, M Chen, J Wen, L He, X Liu",2022,https://www.mdpi.com/2227-7390/10/19/3498,https://www.mdpi.com/2227-7390/10/19/3498/pdf,3
Framework of Meta-Heuristic Variable Length Searching for Feature Selection in High-Dimensional Data,"TOQ Saraf, N Fuad, NSAM Taujuddin",2022,https://www.mdpi.com/2073-431X/12/1/7,https://www.mdpi.com/2073-431X/12/1/7,1
Enhancing the contrast of the grey-scale image based on meta-heuristic optimization algorithm,"AH Khan, S Ahmed, SK Bera, S Mirjalili, D Oliva…",2022,https://link.springer.com/article/10.1007/s00500-022-07033-8,,6
A Review of the Use of Quasi-random Number Generators to Initialize the Population in Meta-heuristic Algorithms,"MA Navarro, D Oliva, A Ramos-Michel…",2022,https://link.springer.com/article/10.1007/s11831-022-09759-y,,2
Domain decomposition of finite element models utilizing eight meta-heuristic algorithms: A comparative study,"A Kaveh, MR Seddighian",2022,https://www.tandfonline.com/doi/abs/10.1080/15397734.2020.1781655,,6
Optimizing scheduling in cloud using a meta-heuristic approach,"S Maheshwari, S Shiwani…",2022,https://www.tandfonline.com/doi/abs/10.1080/09720529.2022.2133252,,
Diagnosis of Covid-19 Disease in Lung Images Using Siamese Deep Neural Network and Meta-Heuristic Algorithm for Feature Selection,M Akbari,2022,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4216605,,
Prediction of transportation energy demand by novel hybrid meta-heuristic ANN,"MA Sahraei, MK Çodur",2022,https://www.sciencedirect.com/science/article/pii/S0360544222006387,,20
